0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
,,,,,,,,,
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
5,4,0,0,0,0,0,0,4,5
5,4,0,0,0,0,0,0,4,5
5,4,7,0,0,0,0,7,4,5
7,7,7,0,0,0,0,7,7,7
5,5,7,5,0,0,5,7,5,5
5,5,7,5,0,0,5,7,5,5
5,4,7,5,0,0,5,7,4,5
5,4,7,5,0,0,5,7,4,5
5,4,7,5,0,0,5,7,4,5
5,4,7,5,0,0,5,7,4,5
5,4,7,5,0,0,5,7,4,5
5,4,7,5,0,0,5,7,4,5
5,4,7,5,0,0,5,7,4,5
5,7,7,5,0,0,5,7,7,5
5,5,5,5,0,0,5,5,5,5
,,,,,,,,,
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,7,0,0,0,7,0
0,0,0,7,0,7,0,7,0,0
0,0,0,0,0,0,7,0,0,0
0,0,0,0,0,7,0,7,0,7
0,0,0,0,7,0,0,0,7,0
0,0,1,1,0,0,0,0,0,0
0,1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0
1,1,1,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,0
0,1,1,1,0,0,0,0,0,0
,,,,,,,,,
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,4,1,0,0,0,0,1,2,1
5,1,7,0,0,0,0,3,1,6
1,4,1,0,0,0,0,1,2,1
5,1,7,0,0,0,0,3,1,6
1,4,1,0,0,0,0,1,2,1
5,1,7,0,0,0,0,3,1,6
1,4,1,0,0,0,0,1,2,1
5,1,7,0,0,0,0,3,1,6
1,4,1,0,0,0,0,1,2,1
5,1,7,0,0,0,0,3,1,6
1,4,1,0,0,0,0,1,2,1
5,1,7,0,0,0,0,3,1,6
1,4,1,0,0,0,0,1,2,1
5,1,7,0,0,0,0,3,1,6
1,4,1,0,0,0,0,1,2,1
5,1,7,0,0,0,0,3,1,6
,,,,,,,,,
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
7,7,7,7,0,0,7,7,7,7
7,0,0,7,0,0,7,7,0,7
7,0,7,7,0,0,7,7,0,7
7,0,7,2,2,2,2,7,0,7
7,0,7,2,2,2,2,7,0,7
7,0,7,0,2,2,0,7,0,7
7,0,7,2,2,2,2,7,0,7
7,0,7,0,0,0,0,7,0,7
7,0,7,0,0,0,0,7,0,7
7,0,7,0,0,0,0,7,0,7
7,0,7,0,0,0,0,7,0,7
7,0,7,0,0,0,0,7,0,7
7,0,7,0,0,0,0,7,0,7
7,0,7,0,0,0,0,7,0,7
7,0,7,0,0,0,0,7,0,7
7,0,7,0,0,0,0,7,0,7
7,0,7,0,0,0,0,7,0,7
,,,,,,,,,
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,4,0,0,0,4,4,4,0
0,0,4,4,0,4,4,4,0,0
0,0,0,4,0,4,4,0,0,0
0,4,4,4,4,4,0,4,4,0
0,0,4,4,4,4,4,4,0,0
0,0,0,4,4,4,4,0,0,0
0,0,4,4,7,4,4,0,0,0
0,4,4,0,7,0,4,4,0,0
0,4,0,0,7,0,0,4,0,0
0,0,0,0,7,0,0,0,0,0
0,0,0,0,7,0,0,0,0,0
0,0,0,0,7,0,0,0,0,0
0,0,0,0,7,0,0,0,0,0
0,0,0,0,7,0,0,0,0,0
0,0,0,0,7,0,0,0,0,0
0,0,0,0,7,0,0,0,0,0
